epoch,mask_method,group,count,sum
40,foreground_rescue_20,2,50,37
40,foreground_rescue_20,3,50,5
40,foreground_rescue_5,0,50,1
40,foreground_rescue_5,1,50,25
40,foreground_rescue_5,2,50,37
40,foreground_rescue_5,3,50,5
40,random,0,50,1
40,random,1,50,25
40,random,2,50,37
40,random,3,50,5
40,random_rescue_10,0,50,1
40,random_rescue_10,1,50,25
40,random_rescue_10,2,50,37
40,random_rescue_10,3,50,5
40,random_rescue_20,0,50,1
40,random_rescue_20,1,50,25
40,random_rescue_20,2,50,37
40,random_rescue_20,3,50,5
40,random_rescue_5,0,50,1
40,random_rescue_5,1,50,25
40,random_rescue_5,2,50,37
40,random_rescue_5,3,50,5
40,student,0,50,1
40,student,1,50,25
40,student,2,50,37
40,student,3,50,5
60,foreground_rescue_10,0,50,2
60,foreground_rescue_10,1,50,28
60,foreground_rescue_10,2,50,32
60,foreground_rescue_10,3,50,3
60,foreground_rescue_20,0,50,2
60,foreground_rescue_20,1,50,28
60,foreground_rescue_20,2,50,32
60,foreground_rescue_20,3,50,3
60,foreground_rescue_5,0,50,2
60,foreground_rescue_5,1,50,28
60,foreground_rescue_5,2,50,32
60,foreground_rescue_5,3,50,3
60,random,0,50,2
60,random,1,50,28
60,random,2,50,32
60,random,3,50,3
60,random_rescue_10,0,50,2
60,random_rescue_10,1,50,28
60,random_rescue_10,2,50,32
60,random_rescue_10,3,50,3
60,random_rescue_20,0,50,2
60,random_rescue_20,1,50,28
60,random_rescue_20,2,50,32
60,random_rescue_20,3,50,3
60,random_rescue_5,0,50,2
60,random_rescue_5,1,50,28
60,random_rescue_5,2,50,32
60,random_rescue_5,3,50,3
60,student,0,50,2
60,student,1,50,28
60,student,2,50,32
60,student,3,50,3
80,foreground_rescue_10,0,50,1
80,foreground_rescue_10,1,50,26
80,foreground_rescue_10,2,50,34
80,foreground_rescue_10,3,50,5
80,foreground_rescue_20,0,50,1
80,foreground_rescue_20,1,50,26
80,foreground_rescue_20,2,50,34
80,foreground_rescue_20,3,50,5
80,foreground_rescue_5,0,50,1
80,foreground_rescue_5,1,50,26
80,foreground_rescue_5,2,50,34
80,foreground_rescue_5,3,50,5
80,random,0,50,1
80,random,1,50,26
80,random,2,50,34
80,random,3,50,5
80,random_rescue_10,0,50,1
80,random_rescue_10,1,50,26
80,random_rescue_10,2,50,34
80,random_rescue_10,3,50,5
80,random_rescue_20,0,50,1
80,random_rescue_20,1,50,26
80,random_rescue_20,2,50,34
80,random_rescue_20,3,50,5
80,random_rescue_5,0,50,1
80,random_rescue_5,1,50,26
80,random_rescue_5,2,50,34
80,random_rescue_5,3,50,5
80,student,0,50,1
80,student,1,50,26
80,student,2,50,34
80,student,3,50,5
100,foreground_rescue_10,0,50,2
100,foreground_rescue_10,1,50,21
100,foreground_rescue_10,2,50,30
100,foreground_rescue_10,3,50,5
100,foreground_rescue_20,0,50,2
100,foreground_rescue_20,1,50,21
100,foreground_rescue_20,2,50,30
100,foreground_rescue_20,3,50,5
100,foreground_rescue_5,0,50,2
100,foreground_rescue_5,1,50,21
100,foreground_rescue_5,2,50,30
100,foreground_rescue_5,3,50,5
100,random,0,50,2
100,random,1,50,21
100,random,2,50,30
100,random,3,50,5
100,random_rescue_10,0,50,2
100,random_rescue_10,1,50,21
100,random_rescue_10,2,50,30
100,random_rescue_10,3,50,5
100,random_rescue_20,0,50,2
100,random_rescue_20,1,50,21
100,random_rescue_20,2,50,30
100,random_rescue_20,3,50,5
100,random_rescue_5,0,50,2
100,random_rescue_5,1,50,21
100,random_rescue_5,2,50,30
100,random_rescue_5,3,50,5
100,student,0,50,2
100,student,1,50,21
100,student,2,50,30
100,student,3,50,5
